,Date,Open,Symbol
97,2020-08-17,116.0625,AAPL
98,2020-08-18,114.352501,AAPL
99,2020-08-19,115.98249799999999,AAPL
100,2020-08-20,115.75,AAPL
101,2020-08-21,119.262497,AAPL
102,2020-08-24,128.697495,AAPL
103,2020-08-25,124.697502,AAPL
104,2020-08-26,126.18,AAPL
105,2020-08-27,127.14250200000001,AAPL
106,2020-08-28,126.012497,AAPL
107,2020-08-31,127.58000200000001,AAPL
108,2020-09-01,132.759995,AAPL
109,2020-09-02,137.58999599999999,AAPL
110,2020-09-03,126.910004,AAPL
111,2020-09-04,120.07,AAPL
112,2020-09-08,113.949997,AAPL
113,2020-09-09,117.260002,AAPL
114,2020-09-10,120.360001,AAPL
115,2020-09-11,114.57,AAPL
116,2020-09-14,114.720001,AAPL
117,2020-09-15,118.33000200000001,AAPL
118,2020-09-16,115.230003,AAPL
119,2020-09-17,109.720001,AAPL
120,2020-09-18,110.400002,AAPL
121,2020-09-21,104.540001,AAPL
122,2020-09-22,112.68,AAPL
123,2020-09-23,111.620003,AAPL
124,2020-09-24,105.16999799999999,AAPL
125,2020-09-25,108.43,AAPL
126,2020-09-28,115.010002,AAPL
127,2020-09-29,114.550003,AAPL
128,2020-09-30,113.790001,AAPL
129,2020-10-01,117.639999,AAPL
130,2020-10-02,112.889999,AAPL
131,2020-10-05,113.910004,AAPL
132,2020-10-06,115.699997,AAPL
133,2020-10-07,114.620003,AAPL
134,2020-10-08,116.25,AAPL
135,2020-10-09,115.279999,AAPL
136,2020-10-12,120.059998,AAPL
137,2020-10-13,125.269997,AAPL
138,2020-10-14,121.0,AAPL
139,2020-10-15,118.720001,AAPL
140,2020-10-16,121.279999,AAPL
141,2020-10-19,119.959999,AAPL
142,2020-10-20,116.199997,AAPL
143,2020-10-21,116.66999799999999,AAPL
144,2020-10-22,117.449997,AAPL
145,2020-10-23,116.389999,AAPL
146,2020-10-26,114.010002,AAPL
147,2020-10-27,115.489998,AAPL
148,2020-10-28,115.050003,AAPL
149,2020-10-29,112.370003,AAPL
150,2020-10-30,111.059998,AAPL
151,2020-11-02,109.110001,AAPL
152,2020-11-03,109.660004,AAPL
153,2020-11-04,114.139999,AAPL
154,2020-11-05,117.949997,AAPL
155,2020-11-06,118.32,AAPL
156,2020-11-09,120.5,AAPL
157,2020-11-10,115.550003,AAPL
158,2020-11-11,117.190002,AAPL
159,2020-11-12,119.620003,AAPL
160,2020-11-13,119.440002,AAPL
161,2020-11-16,118.91999799999999,AAPL
162,2020-11-17,119.550003,AAPL
163,2020-11-18,118.610001,AAPL
164,2020-11-19,117.589996,AAPL
165,2020-11-20,118.639999,AAPL
166,2020-11-23,117.18,AAPL
167,2020-11-24,113.910004,AAPL
168,2020-11-25,115.550003,AAPL
169,2020-11-27,116.57,AAPL
170,2020-11-30,116.970001,AAPL
171,2020-12-01,121.010002,AAPL
172,2020-12-02,122.019997,AAPL
173,2020-12-03,123.519997,AAPL
174,2020-12-04,122.599998,AAPL
175,2020-12-07,122.309998,AAPL
176,2020-12-08,124.370003,AAPL
177,2020-12-09,124.529999,AAPL
178,2020-12-10,120.5,AAPL
179,2020-12-11,122.43,AAPL
180,2020-12-14,122.599998,AAPL
181,2020-12-15,124.339996,AAPL
182,2020-12-16,127.410004,AAPL
183,2020-12-17,128.899994,AAPL
184,2020-12-18,128.96000700000002,AAPL
185,2020-12-21,125.019997,AAPL
186,2020-12-22,131.610001,AAPL
187,2020-12-23,132.16000400000001,AAPL
188,2020-12-24,131.320007,AAPL
189,2020-12-28,133.990005,AAPL
190,2020-12-29,138.050003,AAPL
191,2020-12-30,135.580002,AAPL
192,2020-12-31,134.080002,AAPL
193,2021-01-04,133.520004,AAPL
194,2021-01-05,128.889999,AAPL
195,2021-01-06,127.720001,AAPL
196,2021-01-07,128.360001,AAPL
197,2021-01-08,132.429993,AAPL
198,2021-01-11,129.190002,AAPL
199,2021-01-12,128.5,AAPL
200,2021-01-13,128.759995,AAPL
201,2021-01-14,130.800003,AAPL
202,2021-01-15,128.779999,AAPL
203,2021-01-19,127.779999,AAPL
204,2021-01-20,128.66000400000001,AAPL
205,2021-01-21,133.800003,AAPL
206,2021-01-22,136.279999,AAPL
207,2021-01-25,143.070007,AAPL
208,2021-01-26,143.600006,AAPL
209,2021-01-27,143.429993,AAPL
210,2021-01-28,139.520004,AAPL
211,2021-01-29,135.830002,AAPL
212,2021-02-01,133.75,AAPL
213,2021-02-02,135.729996,AAPL
214,2021-02-03,135.759995,AAPL
215,2021-02-04,136.300003,AAPL
216,2021-02-05,137.350006,AAPL
217,2021-02-08,136.029999,AAPL
218,2021-02-09,136.619995,AAPL
219,2021-02-10,136.479996,AAPL
220,2021-02-11,135.899994,AAPL
221,2021-02-12,134.350006,AAPL
222,2021-02-16,135.490005,AAPL
223,2021-02-17,131.25,AAPL
224,2021-02-18,129.199997,AAPL
225,2021-02-19,130.240005,AAPL
226,2021-02-22,128.009995,AAPL
227,2021-02-23,123.760002,AAPL
228,2021-02-24,124.940002,AAPL
229,2021-02-25,124.68,AAPL
230,2021-02-26,122.589996,AAPL
231,2021-03-01,123.75,AAPL
232,2021-03-02,128.41000400000001,AAPL
233,2021-03-03,124.809998,AAPL
234,2021-03-04,121.75,AAPL
235,2021-03-05,120.980003,AAPL
236,2021-03-08,120.93,AAPL
237,2021-03-09,119.029999,AAPL
238,2021-03-10,121.690002,AAPL
239,2021-03-11,122.540001,AAPL
240,2021-03-12,120.400002,AAPL
241,2021-03-15,121.410004,AAPL
242,2021-03-16,125.699997,AAPL
243,2021-03-17,124.050003,AAPL
244,2021-03-18,122.879997,AAPL
245,2021-03-19,119.900002,AAPL
246,2021-03-22,120.33000200000001,AAPL
247,2021-03-23,123.33000200000001,AAPL
248,2021-03-24,122.82,AAPL
249,2021-03-25,119.540001,AAPL
250,2021-03-26,120.349998,AAPL
